Year_Recorded,Month_Recorded,Price_Aluminium_per_Ton,Price_Tin_per_Ounce,Price_Copper_per_Ton,Price_Iron_per_Ounce,Price_Steel_per_Ton,Inflation_Rate_Percentage,Aluminium_Price_Inflation_Adjusted,Tin_Price_Inflation_Adjusted,Copper_Price_Inflation_Adjusted,Iron_Price_Inflation_Adjusted,Steel_Price_Inflation_Adjusted,Price_Chromium_Adjusted
2012,Jan,2499.660728699552,4167.62,4653.43,2549.7043023255815,1896.07,2429.16,1723.57,791.05,2223.87,4042.59,1630.2,1190.88
2024,Apr,151.46,3668.28,1163.89,4335.66,1021.77,2878.76,1226.91,3916.75,3264.56,1898.58,253.34,3567.41
2021,Dec,2527.47,1823.7,2209.95,1729.76,3456.63,597.68,4285.68,2430.23,2630.4669939305713,4370.21,710.56,4884.29
2022,Sep,1960.54,1010.83,869.04,2029.02,2925.25,3350.59,964.31,1228.97,3531.8,3729.14,2048.81,2906.14
2021,Jun,2499.660728699552,4326.41,135.63,1616.54,2829.96,1122.88,3424.53,2337.34,3414.9,3598.73,1022.16,268.91
2008,May,3094.31,505.86,2508.5359800664455,4370.83,2352.53,425.09,1262.41,3817.73,3678.48,2402.43,1190.46,2022.11
2014,Oct,2499.660728699552,2482.9329770992367,582.79,3228.64,2535.4667800453517,673.24,4003.0,1493.04,4578.39,2731.78,931.52,2549.25
2018,Dec,2621.26,1127.64,4977.71,2511.55,3845.46,1010.7,1315.31,4684.45,3331.79,4274.37,4147.47,1508.08
2012,Jun,1934.8,504.42,3965.76,3215.33,2735.22,1234.51,2439.1788392857147,261.36,2914.58,3491.32,4900.77,682.67
2023,May,499.94,4452.36,2647.45,4761.33,4147.46,4504.47,651.68,758.84,1359.97,2568.1679128440364,1116.61,2024.03
2004,Oct,1352.36,3793.17,4737.49,4745.29,291.8,2486.63,136.81,2634.09,2708.3,2443.31,1146.59,4878.52
2000,Nov,641.55,3476.45,3004.79,4048.86,4318.9,2479.4544587352625,2439.1788392857147,2310.98,4946.84,4024.91,732.34,3189.0
2012,May,4076.75,3385.73,4053.19,790.51,1752.37,933.98,3085.66,281.82,4849.29,148.64,2912.2,4961.01
2021,Jul,2499.660728699552,31.48,3831.71,1610.13,3779.99,2584.81,4543.89,2306.31,4866.46,1174.17,551.03,2774.45
1992,Oct,1812.37,137.56,228.76,4810.85,3519.81,445.7,1743.88,2965.84,4898.29,104.97,2443.02,658.53
2012,Apr,4405.34,617.19,1950.98,3248.16,2306.49,1461.94,2439.1788392857147,3897.61,1244.92,3190.91,1480.13,965.72
1996,Apr,2101.78,4329.87,3921.51,3609.06,3619.73,78.17,4472.7,1533.06,2812.52,2668.18,964.13,2354.44
2014,Nov,1933.51,693.38,4904.07,2225.4,4282.41,4929.02,2439.1788392857147,3820.38,1658.29,4465.25,2012.06,2942.02
2001,Jan,1993.35,967.18,2508.5359800664455,1530.03,4070.68,2951.74,583.64,1678.14,4864.6,3903.46,25.53,3193.88
2007,Dec,2223.74,3462.75,2891.61,1563.34,285.64,1766.86,4770.48,4149.58,2280.51,3548.89,1433.56,2038.32
1993,Jul,659.05,160.05,4135.31,2549.7043023255815,4795.37,3080.34,2439.1788392857147,3984.06,3871.13,356.47,1061.73,3211.52
2023,May,2490.69,742.88,3527.19,2585.86,2607.23,3702.0,2409.45,4029.31,2370.38,4472.19,1669.11,4850.73
2018,May,1556.7,1264.69,4802.72,272.62,1363.58,3086.54,4898.04,2436.53,4159.46,2568.1679128440364,1802.32,2406.6
2004,Dec,2931.14,1255.24,875.41,2549.7043023255815,3006.39,375.05,2439.1788392857147,3803.37,1929.3,743.34,2371.6,3634.96
2010,Oct,1378.92,3260.73,868.08,1814.64,2852.69,1763.99,1620.39,3966.25,815.92,2136.89,1568.44,746.86
1997,Feb,2020.48,961.46,3162.52,3072.39,345.75,449.06,2770.11,3199.1,1126.16,320.13,63.84,2125.02
2014,Sep,3469.02,2482.9329770992367,2672.36,2549.7043023255815,2530.23,4109.0,2746.74,2572.0,2339.94,2096.27,2898.11,2202.86
1993,Dec,4713.74,4140.36,568.66,1725.59,3997.6,3436.05,4304.33,764.16,3297.86,3119.06,2101.69,3105.47
2024,Jan,4756.43,4296.52,1708.28,2549.7043023255815,3410.1,710.99,973.85,4277.61,4238.97,4728.97,1730.4,1051.98
1995,Apr,2499.660728699552,636.09,1943.84,4908.87,4734.7,1063.86,800.67,3134.39,2630.4669939305713,1834.6,2438.0436627282497,820.74
2017,Jul,2874.89,1416.14,3564.92,2903.74,2535.4667800453517,2479.4544587352625,1069.59,2686.71,280.53,1124.4,299.07,2464.9593049327354
2002,Aug,3589.17,2482.9329770992367,4822.21,3221.99,895.33,350.13,3677.0,3043.78,479.03,2433.78,3542.22,2904.16
1997,Oct,4914.46,4638.67,1766.54,3176.38,3925.2,3607.77,2723.33,3778.64,22.12,2100.64,2485.88,2984.79
2018,Jul,1363.15,4654.67,1850.6,4816.81,4495.21,4039.69,2671.65,2045.6,3180.5,2568.1679128440364,326.14,1386.03
2003,Apr,3235.54,1431.62,4630.66,1413.82,2702.87,2013.4,1607.58,4124.18,1467.98,3417.5,1598.13,2346.78
2001,Jul,835.97,3533.09,4526.55,3512.11,1250.66,2043.08,505.62,11.77,3165.62,3792.26,3743.24,1620.26
2008,Jan,4839.5,1126.18,3901.99,2790.67,4030.42,3936.31,2198.9,3686.82,3395.86,1270.87,1140.66,4694.52
1999,Nov,2499.660728699552,4486.12,904.75,1432.68,4539.23,1816.58,3899.51,3962.18,4753.99,3876.71,4518.58,3202.59
2013,Nov,4872.26,2257.68,3674.28,2549.7043023255815,4496.34,3768.7,83.36,3821.78,2630.4669939305713,2179.44,2246.88,691.27
2015,Nov,2499.660728699552,1850.12,4085.36,2892.79,2884.39,138.0,2786.86,4226.84,1972.33,73.12,208.8,1532.61
2001,Dec,4970.38,1941.66,1983.1,4730.96,2535.4667800453517,4011.46,4205.66,4625.65,335.26,1514.61,2438.0436627282497,3205.64
1992,Nov,2823.3,195.78,1175.35,1235.63,2535.4667800453517,3171.04,3454.76,4828.05,389.34,2214.76,2438.0436627282497,2217.31
2000,Oct,539.18,2527.12,744.27,2915.35,3940.92,1666.88,4931.81,2879.6,7325.3925,2085.9,227.72,4825.31
2011,Jun,4220.53,2482.9329770992367,3509.7,4937.36,1794.46,2244.49,2475.75,1167.65,1082.42,4471.09,1303.47,1090.34
1992,Nov,1318.19,853.06,2508.5359800664455,4987.77,2490.22,4801.6,2780.91,4526.92,952.19,3193.4,4370.43,3745.41
2017,Jul,3660.21,3313.22,2816.7,1927.58,4464.89,4083.79,4556.18,4263.72,3227.22,3023.02,1361.1,4388.34
2015,Mar,2312.95,4771.07,578.8,4649.57,2702.96,4900.14,2219.31,3556.27,867.69,1698.4,4257.33,877.49
2002,May,4612.2,1144.19,3409.33,4126.06,3950.74,1938.32,555.26,3155.76,3706.74,3674.1,4881.79,4598.6
2004,Sep,289.25,2932.47,2412.48,68.49,615.93,282.27,3727.49,1011.09,2064.52,3032.08,1898.46,2662.01
1991,Mar,4172.06,3086.49,2508.5359800664455,137.84,4923.61,1406.21,95.32,4161.92,875.16,2959.9,2834.28,2400.7
1994,May,3601.95,422.89,332.96,2549.7043023255815,2535.4667800453517,4110.54,3739.68,917.97,3383.11,1049.56,3901.48,2382.84
2005,Jan,2499.660728699552,2482.9329770992367,426.19,2940.39,4763.31,1911.05,517.48,947.85,4771.2,2113.31,2202.81,2226.89
2012,Dec,1659.73,2774.05,853.99,151.16,3433.11,4966.5,2880.9,569.34,4899.92,2405.7,827.77,4738.31
1993,Jul,1987.06,2560.46,4322.86,2549.7043023255815,2227.51,4610.43,3186.17,1015.16,2121.83,480.52,4387.76,1225.15
1999,Oct,3985.66,547.59,4441.71,2549.7043023255815,4984.78,28.02,4798.05,2151.17,4789.98,2669.18,4939.78,4423.36
2005,Feb,1663.57,2808.95,1200.47,2549.7043023255815,388.13,1396.97,3777.66,4822.84,4665.73,1392.11,2291.94,3810.92
2009,Mar,2207.51,1802.6,2888.04,925.04,3097.42,624.85,3361.29,1186.66,2266.88,371.81,3064.06,2296.0
2007,Jan,3699.92,1377.88,4683.79,240.37,1270.76,1898.72,4878.89,897.66,296.34,4784.96,1376.26,3408.99
2000,Oct,651.8,3113.07,2855.19,4044.21,2667.25,4522.7,1390.47,3792.14,2684.2,2009.88,2732.63,64.21
1995,Dec,3813.17,2880.71,2422.98,1996.21,757.15,2033.49,1074.93,2413.12,1814.29,3590.99,573.66,2866.38
2011,Mar,2896.98,245.56,365.08,1770.33,3138.54,3140.69,3622.33,4326.02,753.58,4427.32,4475.93,2789.49
2016,Dec,3290.77,4984.99,919.77,489.65,816.06,3946.64,4235.12,2138.75,2630.4669939305713,337.36,2539.42,1836.33
2000,Jun,1240.6,36.92,1043.33,4710.56,4809.15,3226.5,3201.77,2567.5,2631.04,4008.36,2916.22,4628.45
1999,Apr,3537.66,2482.9329770992367,2895.32,2549.7043023255815,1112.02,3242.81,289.22,1616.91,633.85,1348.32,4280.66,2315.91
2015,Apr,1914.76,1364.11,4763.7,4910.1,2510.85,4971.24,3249.66,3499.18,25.58,2270.31,304.61,4644.15
2001,Feb,23.68,620.43,1790.58,3798.69,4041.05,2771.04,2488.63,4541.63,430.99,4051.98,4996.16,931.42
1990,May,2737.13,3101.06,4824.31,928.95,2163.3,4644.67,2140.07,1654.06,608.58,3191.01,2410.96,3137.29
2021,May,4110.2,1618.36,1959.43,3431.24,2041.46,2829.53,1602.98,2745.13,4561.93,2710.33,3049.26,4549.36
2001,Nov,4056.6,4486.07,4216.97,758.73,2685.03,124.42,2352.81,956.01,3241.17,2135.54,3755.9,2464.9593049327354
2006,May,2414.13,199.38,793.86,3306.46,2355.44,1147.98,606.45,1995.2,774.53,2568.1679128440364,3656.72,1295.19
2000,Jan,1756.99,3689.34,965.25,3131.28,2956.85,2820.08,1319.8,3306.73,2326.25,3870.82,2438.0436627282497,3850.33
2013,Jun,2495.39,1471.71,3689.65,3609.84,2631.77,492.36,2644.55,1134.73,1222.05,2294.28,1409.53,2928.83
2021,Dec,734.51,1068.96,3787.2,3558.21,1431.02,920.82,2439.1788392857147,727.6,2630.4669939305713,2863.96,900.17,2897.12
2021,Nov,447.68,2270.13,2720.1,3880.92,786.28,1709.39,2081.87,3700.92,3427.25,226.55,2438.0436627282497,3337.57
1995,Nov,869.53,2235.67,4945.31,1603.87,4172.83,4951.79,852.28,1644.32,833.5,3377.8,3328.7,2670.49
2008,Jan,994.31,3758.82,3988.42,714.51,2535.4667800453517,2326.56,4929.55,2800.38,4014.79,3012.4,3802.2,2126.97
2021,May,733.54,4663.44,742.81,3666.15,3150.23,3308.83,4026.9,3933.63,2339.54,4622.48,60.88,2464.9593049327354
2023,May,2430.38,3033.54,2571.65,3054.25,625.1,2662.24,2374.54,84.66,1497.39,1134.81,1211.02,3072.72
2013,Aug,4019.93,4890.63,2939.36,988.92,2989.44,4638.74,4717.92,1644.01,3373.91,3913.38,1889.2,3747.67
2000,Jul,1371.84,655.26,2200.8,435.98,3851.27,845.63,1206.11,333.84,2664.32,974.27,547.55,936.57
2022,Feb,721.38,3769.3,3649.05,3116.07,4781.56,4963.05,4179.85,3996.71,2630.4669939305713,1176.94,3086.12,2316.61
1995,May,354.43,3014.04,4567.96,4900.88,2759.81,2546.39,1574.85,4355.46,1855.31,3110.95,4939.31,4922.28
1993,Nov,2946.78,3170.59,2742.52,2549.7043023255815,1323.47,2850.47,942.33,2123.2,4811.92,612.35,3665.71,2403.02
2010,Dec,2213.3,1357.28,3671.87,3583.69,3940.44,842.87,1847.27,1975.84,2948.32,4716.51,267.73,2018.53
2022,Apr,685.7,3783.24,4478.86,987.36,2535.4667800453517,2548.02,2858.25,3590.75,2342.29,2568.1679128440364,1233.23,1526.58
2016,Jul,3732.45,344.69,787.88,2549.7043023255815,4608.59,2153.98,3211.31,3783.5,403.17,750.96,1259.22,4718.1
2007,Feb,33.1,2907.52,1560.17,4163.71,2976.42,4353.76,2439.1788392857147,2671.96,4461.26,831.49,4310.92,1208.8
2009,Feb,1855.65,3494.46,4421.95,4161.19,2535.4667800453517,2498.41,2439.1788392857147,2216.74,1131.48,2568.1679128440364,703.06,3128.13
2005,Jan,1121.0,2439.68,4753.42,2549.7043023255815,68.06,709.94,2439.1788392857147,3432.78,1071.01,4779.9,611.49,3554.16
2002,Feb,4730.87,1099.33,1855.38,2822.28,4263.17,1066.08,2809.8,3806.71,2894.43,1985.2,4048.37,4628.3
1994,Jul,4571.99,2482.9329770992367,2793.22,176.99,2841.9,2308.82,1772.86,700.03,70.43,3003.39,3486.33,2706.85
2015,Feb,3997.75,1447.97,2349.57,2951.61,3495.76,2362.88,2439.1788392857147,3666.28,1784.79,2568.1679128440364,1386.07,4007.16
2024,May,3296.34,2818.34,656.57,4506.06,2535.4667800453517,3117.72,1439.9,1124.19,1424.93,3356.82,627.04,2103.32
2020,Dec,96.1,2404.97,4584.7,4789.39,2535.4667800453517,3758.57,2439.1788392857147,4607.16,1257.73,2568.1679128440364,1429.64,2464.9593049327354
2020,Aug,3236.0,2818.52,357.63,4489.99,3359.04,3280.94,1707.9,2285.3,1863.71,489.66,1908.55,2096.47
2015,Jun,4778.06,4631.91,3040.7,3080.99,4673.68,4309.76,2648.39,4022.83,1394.72,3093.07,3305.22,603.76
2004,Feb,795.38,3348.86,4946.58,2139.48,4151.26,4144.13,2439.1788392857147,3737.88,383.58,2775.56,2480.46,1571.14
2010,Oct,2674.68,363.47,1301.05,2549.7043023255815,759.63,814.45,2439.1788392857147,2252.63,769.06,618.38,2449.09,2464.9593049327354
2001,Mar,2416.77,828.99,1323.75,4577.32,1254.45,3374.63,2748.59,3026.83,4004.51,4274.26,3818.23,4304.74
2011,Jul,869.85,1091.41,1441.56,2156.43,4732.33,417.79,1443.88,4262.93,3291.43,4820.4,370.74,4826.6
2014,Apr,1584.17,118.21,3116.41,2549.7043023255815,951.99,130.13,3341.99,279.48,4882.96,259.32,355.04,3148.98
2009,Sep,4939.48,4753.04,2968.85,4558.95,2360.77,3874.02,4148.66,732.67,3548.14,812.59,3405.68,1794.64
2001,Dec,720.42,609.87,1686.42,2509.52,1076.35,3852.24,2412.81,4274.94,2038.91,1151.1,2204.07,551.66
1992,Jan,2844.2,3869.73,2087.2,4665.64,1221.66,1116.71,4590.81,3435.53,3416.02,639.19,2179.52,3140.01
2019,Oct,1519.8,1433.03,1730.86,3673.99,1240.61,291.3,1337.92,3300.02,2611.67,974.49,2735.32,2133.27
1999,Apr,4884.95,1456.85,3126.78,4277.68,4827.02,2420.15,4414.12,993.0,2587.8,3017.12,4334.53,2290.85
1992,Oct,2502.75,377.84,2787.5,1336.32,1021.29,543.07,3310.27,4623.93,2067.31,1675.05,2438.0436627282497,1153.04
2003,Jul,4442.02,791.38,3967.92,1710.82,1725.59,810.43,4303.97,3233.16,3173.49,1010.31,889.66,4534.97
2016,May,3227.33,4937.77,4596.95,2549.7043023255815,3756.65,3279.43,2439.1788392857147,1117.62,4862.74,1591.38,1969.07,1155.85
2006,Jun,1168.17,1803.53,2886.76,1445.43,2081.13,650.58,649.96,671.99,2745.71,2839.43,90.78,234.49
2009,Mar,252.67,4745.37,4664.19,3093.18,242.02,3940.83,4378.7,1072.62,3616.93,1984.9,837.0,2267.84
2018,Aug,4776.06,919.23,2079.83,270.96,4006.04,2382.69,614.74,1375.59,4269.29,2801.93,114.91,1683.08
1993,Jun,3836.74,4592.31,776.5,2549.7043023255815,2697.78,3664.64,3408.21,2005.95,2944.54,933.17,646.95,1221.9
2010,Aug,1812.47,2164.37,143.22,2549.7043023255815,3913.75,4183.31,2547.54,1977.65,2630.4669939305713,2936.11,4828.78,2771.19
1990,Sep,117.85,1190.25,2121.96,3668.78,2029.24,4119.52,3629.66,3879.81,2332.07,2550.33,3517.18,423.81
1993,Mar,855.1,2371.88,3149.1,4237.28,88.46,2766.86,2313.49,2905.67,2633.35,2449.05,673.18,4540.44
2017,Dec,2155.47,1010.32,4180.21,4681.48,2651.68,811.01,2439.1788392857147,988.33,4811.24,2306.07,257.65,1477.73
2017,May,4920.52,2034.37,732.88,2842.6,3625.11,1360.31,1676.86,1039.17,2630.4669939305713,2098.85,2742.72,220.17
2015,Feb,850.1,4870.46,3046.85,2144.25,3750.82,3049.68,1157.15,3460.83,2458.83,1153.42,3653.97,2497.12
1995,Dec,855.36,3176.67,2387.52,1907.47,652.27,3441.48,948.01,650.37,3547.07,2742.31,692.48,4268.98
2004,Dec,3357.68,4775.12,2928.38,4806.32,950.34,2854.7,3083.36,4598.65,4210.01,3833.92,3189.73,962.64
2023,Apr,167.25,2482.9329770992367,4693.53,839.52,1994.9,3148.51,2701.22,652.26,28.37,434.22,4133.76,4183.02
2012,May,679.58,2779.23,4843.64,2549.7043023255815,1490.49,1439.24,4243.81,2358.24,3290.39,2195.08,3520.69,4327.78
1998,May,2593.58,1014.92,2061.37,2606.54,3488.54,2117.74,483.6,1377.02,2728.21,2568.1679128440364,2871.19,3935.29
2011,Jun,2359.68,2402.52,2968.9,320.38,870.09,2011.94,1427.86,2573.35,2630.4669939305713,138.87,423.1,2103.08
2001,Sep,2806.18,2442.4,2508.5359800664455,4397.98,3197.13,3948.71,3585.88,407.85,1136.05,1739.62,966.18,3401.41
2020,Nov,2684.25,1265.15,4196.21,2507.88,3463.89,542.65,4100.89,4051.08,2630.4669939305713,1858.83,1219.82,4525.23
2017,Feb,322.28,4316.24,1247.7,1501.03,3296.02,2609.02,4417.33,824.79,2296.83,1807.71,4375.02,596.72
2010,Apr,3932.5,4803.41,2508.5359800664455,3518.65,3750.22,1614.77,1185.37,4065.6,2660.99,3328.24,44.52,1014.15
2003,Jul,3461.25,128.24,2575.21,2626.12,4440.47,3334.13,112.8,665.46,3633.97,1309.73,2528.1,11.05
2002,Dec,2981.66,4338.24,1838.87,1722.54,3297.95,1569.33,3555.35,1829.26,4417.21,3557.58,2759.15,3041.6
2017,Jan,4479.55,2088.77,1845.75,2549.7043023255815,1338.41,503.45,3464.41,462.12,1993.9,2569.03,4112.61,1040.21
2020,Jan,489.78,2482.9329770992367,3284.08,1970.18,4853.51,4176.1,2439.1788392857147,349.43,1055.52,1705.32,1533.88,3929.57
2002,Feb,4309.42,2786.34,2378.18,4230.13,77.9,3151.46,177.61,2465.7677825159913,1908.04,3537.41,2494.7,3068.49
1990,Dec,3776.74,1863.21,4268.99,2549.7043023255815,4824.24,3178.9,3693.56,2636.92,784.32,296.75,2865.05,2782.38
1996,May,2866.91,4688.7,4887.99,1753.14,4150.48,3201.6,3746.96,1868.49,419.81,3007.46,1728.19,27.28
2009,Aug,2069.08,864.78,2629.19,2786.4,1001.73,164.78,2787.45,3345.6,1890.01,350.4,2986.14,2464.9593049327354
2009,Apr,1423.2,3953.92,588.9,1794.24,2491.62,3039.54,712.82,3733.98,2584.62,983.71,33.48,1218.85
2001,Sep,2255.56,2166.73,939.89,1411.67,1911.29,4769.64,2115.31,4328.51,376.02,355.89,1832.82,1205.41
2016,Oct,2499.660728699552,4186.86,1488.88,4182.43,2880.84,272.02,3970.97,2102.74,2993.04,3801.28,473.72,2415.64
2016,Apr,3614.14,3375.49,2286.72,4107.13,2535.4667800453517,686.13,1931.18,1349.56,2538.04,188.58,4461.73,2200.88
2000,Jun,2780.54,2561.74,849.35,2549.7043023255815,2535.4667800453517,2940.75,3632.46,806.09,2048.73,4118.31,4630.77,4782.58
2011,May,3551.62,3136.79,1291.24,4746.76,723.16,1624.77,3979.74,4159.09,2630.4669939305713,532.56,2442.17,1277.78
1991,Jul,4153.67,139.5,1510.17,2689.86,4711.82,1167.78,2821.12,372.09,3511.83,2399.66,2038.4,3707.56
1990,Jan,4201.78,2482.9329770992367,3980.98,799.11,2535.4667800453517,2106.88,4596.2,3411.0,1771.29,1021.34,2130.31,3106.62
1991,May,1106.69,4414.19,4980.49,4858.49,4539.4,3934.44,3510.97,4838.85,2630.4669939305713,77.48,445.69,4223.76
1992,May,14.44,4027.52,1417.07,2680.84,2168.13,4576.33,1463.54,2990.93,199.81,446.96,1136.2,4095.81
2018,Jan,2360.83,3888.12,2508.5359800664455,4914.59,2559.46,2780.51,2439.1788392857147,2912.97,2491.1,4256.12,4617.1,2178.21
2019,May,710.86,3555.85,575.04,1386.62,2535.4667800453517,1022.27,991.77,459.14,1702.42,2831.63,2438.0436627282497,2464.9593049327354
2020,Oct,129.75,2659.49,2884.1,376.46,1746.62,1161.56,1420.13,2033.3,2871.1,1702.69,253.6,3186.4
1993,May,4417.47,4227.31,3570.79,1827.19,64.05,1214.21,1307.18,2658.89,3334.0,1697.02,614.72,3598.12
2001,Jul,840.41,2132.15,1775.82,3325.61,2738.78,4153.77,2496.83,4042.52,1309.24,4032.43,589.0,1599.9
1994,Nov,3325.13,2479.84,965.76,2549.7043023255815,4274.73,3888.91,4116.13,2353.01,1695.92,4194.35,3512.02,1006.58
2018,Jun,2656.68,1377.67,193.98,3991.9,983.44,325.38,3168.16,3225.32,4594.14,1401.05,2472.72,1841.25
2022,Jun,1770.6,1595.0,4678.01,747.25,3235.99,800.65,173.37,473.43,2088.51,2338.01,1694.1,308.4
2013,Mar,3097.05,4801.94,293.19,2396.57,3157.16,968.07,1766.32,2465.7677825159913,2881.68,2317.8,4895.36,245.86
2009,Mar,3910.29,2445.86,801.72,2549.7043023255815,2964.98,109.75,2892.6,907.66,119.54,4334.63,2206.18,689.87
2014,Dec,1224.71,3656.76,1954.42,4918.84,2016.7,579.28,1659.59,43.47,4478.05,3698.87,226.58,3112.66
1990,Jun,3744.05,3256.15,2181.99,4559.86,2535.4667800453517,3785.4,2439.1788392857147,1864.73,3911.3,196.09,3476.99,2602.52
2023,Apr,2087.24,4744.71,3185.38,2277.59,4920.03,4741.55,2077.45,2030.7,2631.51,2913.93,1969.16,1044.13
2023,Jan,1118.46,830.27,4956.24,1469.03,1893.13,503.92,737.67,4858.72,7325.3925,221.07,2443.15,3063.17
2013,May,957.1,1461.11,2962.17,3983.51,2535.4667800453517,2796.48,548.61,700.56,3643.98,895.98,4461.24,3415.77
2013,Mar,2580.36,2905.72,551.51,4116.13,1426.84,2900.85,1103.92,513.19,420.18,3665.04,636.21,1055.41
2020,Jun,2499.660728699552,1371.11,4759.02,3205.53,1745.31,2917.91,3652.84,1018.55,4182.6,3801.98,767.82,4299.02
1997,Apr,2103.87,3311.56,3588.55,1641.55,2535.4667800453517,2739.56,3254.68,2430.43,4086.28,1632.77,3656.14,3935.32
1998,Feb,1982.85,3641.89,3708.96,3832.38,1693.88,318.43,1007.32,1133.5,1027.97,706.59,1049.73,1024.17
2024,Jan,3424.57,1200.92,1439.07,2979.54,1648.25,4747.84,557.96,89.51,2699.68,512.66,1594.8,3619.53
2024,Sep,1137.25,563.58,2216.45,3571.6,1263.73,1948.6,4408.36,3447.75,2099.78,1369.29,3515.19,2233.2
2000,Sep,4228.33,3707.84,4158.23,4793.07,1817.8,3391.87,662.2,2835.47,469.85,1463.65,1786.47,2408.16
1997,Nov,384.13,895.79,4722.02,3606.4,2535.4667800453517,492.64,2891.69,4196.31,2699.83,4539.21,3272.76,2825.62
2017,Aug,1169.74,3856.46,1943.58,2341.13,4350.44,4893.69,3685.06,4859.81,2209.27,4467.28,2313.2,3155.12
2015,Oct,3188.99,3787.98,2628.47,2848.94,2857.75,1146.33,4957.46,3553.98,504.7,3699.92,2408.64,4186.06
2001,Apr,2386.31,2296.99,1273.68,2378.34,2960.0,2808.91,2697.29,4805.88,3307.06,719.64,652.06,4177.15
2017,Jan,3654.38,2200.29,2963.15,835.08,2535.4667800453517,1786.45,1384.28,36.4,2071.88,2388.6,2698.51,2521.4
2017,May,2499.660728699552,672.21,1796.77,2788.54,1059.29,1476.97,2688.38,4845.78,4442.8,4363.31,1276.17,2420.7
1992,Apr,2499.660728699552,1407.35,2719.54,1316.5,3233.42,2644.7,2439.1788392857147,4875.04,97.01,3354.57,4559.35,2464.9593049327354
2008,Oct,375.75,3430.24,419.82,166.94,1732.91,782.66,2984.84,3916.67,4192.31,2568.1679128440364,2483.03,3206.12
1995,Apr,3712.74,4049.66,2170.44,2747.8,127.72,398.44,1878.72,4489.14,4420.08,2852.91,1009.2,1288.27
2010,Feb,1524.7,1146.77,168.58,616.3,581.1,2913.78,2439.1788392857147,676.22,142.14,3895.59,2421.21,4589.02
2006,Feb,2727.25,2023.19,1879.08,2114.6,1781.0,1698.54,4483.85,4653.28,2319.27,2190.0,3057.5,458.24
1997,Jan,2499.660728699552,3800.94,3255.73,4610.23,718.21,2411.11,4759.58,3893.2,356.49,383.86,2953.09,218.63
2022,Nov,3110.27,344.39,4277.42,4711.84,4932.28,3052.34,4384.49,3400.81,154.14,2568.1679128440364,1976.36,3988.28
2012,Jun,3174.41,1117.31,2117.68,1552.43,1460.09,2676.13,255.6,2890.56,4298.44,2568.1679128440364,843.38,1851.79
2004,Mar,1676.53,79.0,360.21,3357.64,3213.59,2501.44,1343.41,1764.33,2335.04,4264.68,180.13,2464.9593049327354
2021,Sep,3596.83,4758.94,3604.44,4338.34,1871.02,4168.01,3491.58,4804.84,3679.3,2240.41,4216.16,1318.38
2001,Mar,60.72,304.63,1824.13,4001.02,2524.2,1938.97,1087.36,1711.09,938.78,3293.13,2528.28,282.52
2013,Aug,4656.41,1469.91,2274.18,674.28,1355.19,2382.27,88.23,875.57,317.94,2568.1679128440364,1250.34,3467.45
2020,May,2676.9,2831.84,2176.34,1978.78,1639.4,4714.72,2439.1788392857147,4576.16,3028.75,3084.33,3036.78,145.36
2020,Oct,2726.2,3278.29,2508.5359800664455,2549.7043023255815,2760.42,3036.14,3459.94,1971.12,3177.7,156.59,2438.0436627282497,912.98
2001,Jan,25.78,2937.66,3755.27,3263.48,2750.15,3181.5,4447.51,4719.28,311.54,3907.29,2456.08,1095.27
1994,May,1740.72,2331.97,3991.76,2549.7043023255815,3652.92,681.44,950.12,369.48,84.67,3857.92,4017.31,2772.1
2004,May,4143.5,1081.4,2364.45,418.45,2535.4667800453517,3716.28,1391.96,2498.7,450.51,4226.88,2438.0436627282497,1116.03
2015,Dec,3719.54,502.94,2960.63,2555.18,1593.02,2892.58,2439.1788392857147,1848.91,2882.24,2568.1679128440364,4306.81,2268.7
2003,Jan,1824.71,185.9,2940.1,1863.06,1038.46,4982.03,1897.12,1219.71,12.35,3119.28,3930.69,899.17
2020,Jul,4202.76,268.72,1217.61,430.49,1834.28,2062.82,4983.88,4816.37,742.13,307.31,4781.61,1975.46
2010,Jan,3187.01,1841.16,2846.74,2666.49,3979.22,1092.04,1075.5,1040.11,2630.4669939305713,2568.1679128440364,3019.32,1635.16
2022,Sep,3793.32,60.61,2267.51,556.36,1017.56,967.29,2070.23,3190.2,1342.7,809.94,4613.79,996.96
2024,Aug,4582.92,1050.83,3595.91,3536.62,4687.63,4544.13,779.51,4295.99,411.76,4093.99,3632.95,3835.45
2011,Mar,1781.45,3462.32,2531.54,2389.05,694.35,3253.61,106.57,2997.17,226.0,2568.1679128440364,827.16,104.72
1997,Sep,4335.69,2271.82,996.31,4760.34,1979.88,2218.0,2906.11,148.41,260.48,3152.35,2425.14,4900.64
2013,Sep,549.72,846.05,4407.01,2194.34,1332.1,1622.69,2094.33,2077.3,3307.89,4955.15,196.6,984.95
2020,Feb,4150.69,3133.91,3412.77,687.02,1968.91,4021.34,964.0,1918.54,143.18,2431.06,4525.57,4561.68
1993,May,2143.27,4768.81,829.24,2567.49,4339.09,1483.86,4232.3,579.88,902.16,2462.44,1999.84,2464.9593049327354
2020,Feb,467.42,1150.46,3316.51,465.65,3000.71,1366.54,1729.66,1759.55,3979.37,1211.17,3313.42,2092.03
